Employee_ID,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
235,1/13/2015,Quarter2,finishing,Tuesday,1,0.8,3.94,,1440,0,0,0,0,2,0.951420455
236,1/13/2015,Quarter2,finishing,Tuesday,10,0.8,3.94,,5400,0,0,0,0,20,0.912766667
237,1/13/2015,Quarter2,finishing,Tuesday,3,0.8,4.15,,1620,0,0,0,0,9,0.901262626
238,1/13/2015,Quarter2,finishing,Tuesday,9,0.8,3.94,,1440,0,0,0,0,8,0.858143939
239,1/13/2015,Quarter2,sewing,Tuesday,1,0.8,26.16,1073,10620,75,0,0,0,59,0.850502311
240,1/13/2015,Quarter2,sewing,Tuesday,9,0.8,26.16,1156,10620,75,0,0,0,59,0.850502311
241,1/13/2015,Quarter2,sewing,Tuesday,8,0.8,25.9,1211,10260,60,0,0,0,57,0.850252525
242,1/13/2015,Quarter2,sewing,Tuesday,7,0.8,25.9,1126,10170,60,0,0,0,56.5,0.850136766
243,1/13/2015,Quarter2,sewing,Tuesday,7,0.8,25.9,1126,10170,60,0,0,0,56.5,0.850136766
244,1/13/2015,Quarter2,finishing,Tuesday,5,0.65,4.15,,1440,0,0,0,0,8,0.821354167
245,1/13/2015,Quarter2,finishing,Tuesday,2,0.8,3.94,,1440,0,0,0,0,8,0.805909091
246,1/13/2015,Quarter2,sewing,Tuesday,6,0.8,11.61,1004,5670,50,0,0,0,31.5,0.800246753
247,1/13/2015,Quarter2,sewing,Tuesday,12,0.8,11.61,1063,5670,50,0,0,0,31.5,0.800246753
248,1/13/2015,Quarter2,sewing,Tuesday,2,0.8,28.08,723,10530,50,0,0,0,58.5,0.8
249,1/13/2015,Quarter2,sewing,Tuesday,3,0.8,42.27,465,9900,54,0,0,0,55,0.705576584
250,1/13/2015,Quarter2,finishing,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,0.681060606
251,1/13/2015,Quarter2,finishing,Tuesday,7,0.8,2.9,,1440,0,0,0,0,8,0.670075758
252,1/13/2015,Quarter2,finishing,Tuesday,11,0.8,4.15,,1440,0,0,0,0,8,0.601278409
253,1/13/2015,Quarter2,sewing,Tuesday,11,0.7,27.13,530,9540,37,0,0,0,53,0.582301029
254,1/13/2015,Quarter2,sewing,Tuesday,5,0.7,20.79,1297,10440,0,0,0,0,58,0.526810345
255,1/13/2015,Quarter2,sewing,Tuesday,4,0.5,22.4,783,10170,23,0,0,0,56.5,0.500380799
256,1/13/2015,Quarter2,sewing,Tuesday,10,0.35,22.4,715,10170,23,0,0,0,56.5,0.35020649
257,1/14/2015,Quarter2,finishing,Wednesday,11,0.8,4.15,,1980,0,0,0,0,7,0.934607438
258,1/14/2015,Quarter2,finishing,Wednesday,4,0.35,4.3,,2700,0,0,0,0,8,0.908080808
259,1/14/2015,Quarter2,sewing,Wednesday,7,0.8,25.9,1150,10170,70,0,0,0,56.5,0.900144811
260,1/14/2015,Quarter2,finishing,Wednesday,1,0.8,3.94,,1440,0,0,0,0,8,0.891723485
261,1/14/2015,Quarter2,finishing,Wednesday,5,0.65,4.15,,1440,0,0,0,0,15,0.864583333
