IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,ticker,hotel,book_id,ArrivalDate
0,9,2015,Jul,30,24,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient-Party,164,0,2,Check-Out,7/26/2015,1,Resort,RTransient-Party2015July24-1,7/24/2015
1,62,2015,Jul,30,24,2,6,,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit,240,       NULL,0,Transient,210,0,0,Canceled,5/25/2015,18,Resort,RTransient2015July24-18,7/24/2015
0,35,2015,Jul,31,27,1,5,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,659.6,1,1,Check-Out,8/2/2015,31,Resort,RTransient2015July27-31,7/27/2015
1,10,2015,Aug,31,1,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,G               ,G               ,1,No Deposit,       NULL,       NULL,0,Transient-Party,252,0,0,Canceled,7/29/2015,5,Resort,RTransient-Party2015August1-5,8/1/2015
1,36,2015,Aug,32,2,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,209.6,0,2,Canceled,6/29/2015,4,Resort,RTransient2015August2-4,8/2/2015
0,65,2015,Aug,32,5,0,0,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,I               ,0,No Deposit,261,       NULL,0,Transient,0,0,0,Check-Out,8/5/2015,2,resort,RTransient2015August5-2,8/5/2015
1,117,2015,Aug,32,5,2,6,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,166,0,0,Canceled,4/22/2015,14,Resort,RTransient2015August5-14,8/5/2015
0,62,2015,Aug,33,9,2,1,2,,0,BB       ,FRA,Online TA,TA/TO,0,0,0,E               ,F               ,1,No Deposit,240,       NULL,0,Transient,210.33,1,2,Check-Out,8/12/2015,6,Resort,RTransient2015August9-6,8/9/2015
0,35,2015,Aug,33,10,1,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit,241,       NULL,0,Transient,164.65,0,1,Check-Out,8/16/2015,13,Resort,RTransient2015August10-13,8/10/2015
1,120,2015,Aug,33,11,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,120.6,0,1,Canceled,6/11/2015,6,Resort,RTransient2015August11-6,8/11/2015
1,91,2015,Aug,33,14,2,2,,0,0,HB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit,       NULL,       NULL,0,Transient,209,0,0,Canceled,5/25/2015,14,resort,RTransient2015August14-14,8/14/2015
0,6,2015,Aug,33,14,2,3,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,195.8,1,1,Check-Out,8/19/2015,16,Resort,RTransient2015August14-16,8/14/2015
1,12,2015,Aug,34,16,1,0,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,E               ,E               ,0,No Deposit,110,       NULL,0,Transient,184.45,0,0,Canceled,8/10/2015,6,Resort,RTransient2015August16-6,8/16/2015
1,58,2015,Aug,34,20,2,5,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,156,       NULL,0,Transient,133,0,0,Canceled,7/8/2015,9,Resort,RTransient2015August20-9,8/20/2015
1,156,2015,Aug,34,22,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,172,0,2,Canceled,3/24/2015,5,Resort,RTransient2015August22-5,8/22/2015
1,42,2015,Aug,34,22,2,5,2,0,0,HB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit,250,       NULL,0,Transient,177.57,0,0,Canceled,8/10/2015,14,Resort,RTransient2015August22-14,8/22/2015
1,72,2015,Aug,34,22,4,6,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,148.3,0,0,Canceled,6/12/2015,20,Resort,RTransient2015August22-20,8/22/2015
0,11,2015,Aug,35,24,1,4,2,0,1,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient,199.4,0,3,Check-Out,8/29/2015,15,resort,RTransient2015August24-15,8/24/2015
0,37,2015,Aug,35,24,3,7,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,175,       NULL,0,Transient,133.76,0,0,Check-Out,9/3/2015,21,Resort,RTransient2015August24-21,8/24/2015
1,70,2015,Aug,35,24,2,5,2,1,1,FB       ,PRT,Offline TA/TO,TA/TO,0,0,0,C               ,C               ,1,No Deposit,196,       NULL,0,Transient,197.7,0,1,Canceled,6/16/2015,22,Resort,RTransient2015August24-22,8/24/2015
1,164,2015,Aug,35,28,0,1,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,134,       NULL,0,Transient-Party,110.7,0,0,Canceled,8/13/2015,1,Resort,RTransient-Party2015August28-1,8/28/2015
1,1,2015,Aug,35,28,2,3,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,C               ,0,No Deposit,       NULL,       NULL,0,Transient,130.6,0,1,Canceled,8/28/2015,24,Resort,RTransient2015August28-24,8/28/2015
0,11,2015,Aug,36,30,2,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,103.5,1,3,Check-Out,9/1/2015,3,Resort,RTransient2015August30-3,8/30/2015
0,83,2015,Aug,36,30,2,4,2,0,0,BB       ,ROU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,112.33,1,1,Check-Out,9/5/2015,9,Resort,RTransient2015August30-9,8/30/2015
1,104,2015,Aug,36,30,2,5,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,161.29,0,0,Canceled,5/18/2015,17,Resort,RTransient2015August30-17,8/30/2015
0,41,2015,Aug,36,31,1,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,120.33,0,1,Check-Out,9/3/2015,5,Resort,RTransient2015August31-5,8/31/2015
0,48,2015,Sep,36,1,0,3,2,0,0,HB       ,ESP,Direct,Direct,0,0,0,A               ,C               ,0,No Deposit,250,       NULL,0,Transient,134.67,0,1,Check-Out,9/4/2015,4,Resort,RTransient2015September1-4,9/1/2015
0,68,2015,Sep,36,5,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,123,0,2,Check-Out,9/11/2015,3,Resort,RTransient2015September5-3,9/5/2015
1,54,2015,Sep,36,5,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit,240,       NULL,0,Transient,131,0,2,Canceled,7/14/2015,15,Resort,RTransient2015September5-15,9/5/2015
0,47,2015,Sep,36,5,2,5,2,0,0,BB       ,GBR,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit,250,       NULL,0,Transient,98,0,1,Check-Out,9/12/2015,17,Resort,RTransient2015September5-17,9/5/2015
1,90,2015,Sep,37,6,3,5,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,250,       NULL,0,Transient,113,0,1,Canceled,8/1/2015,26,Resort,RTransient2015September6-26,9/6/2015
1,0,2015,Sep,37,9,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Transient,146,0,2,Canceled,9/9/2015,5,Resort,RTransient2015September9-5,9/9/2015
0,166,2015,Sep,37,10,1,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,73.8,0,2,Check-Out,9/14/2015,4,Resort,RTransient2015September10-4,9/10/2015
1,149,2015,Sep,38,13,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit,240,       NULL,0,Transient,73.8,0,1,Canceled,5/9/2015,3,Resort,RTransient2015September13-3,9/13/2015
0,12,2015,Sep,38,13,2,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,122.75,1,1,Check-Out,9/17/2015,6,Resort,RTransient2015September13-6,9/13/2015
0,84,2015,Sep,38,14,4,10,2,0,0,HB       ,NLD,Online TA,TA/TO,0,0,0,E               ,E               ,1,No Deposit,241,       NULL,0,Transient,103.51,1,0,Check-Out,9/28/2015,13,Resort,RTransient2015September14-13,9/14/2015
1,81,2015,Sep,38,15,0,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,103.8,0,1,Canceled,7/14/2015,4,Resort,RTransient2015September15-4,9/15/2015
0,0,2015,Sep,38,16,0,1,1,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,58.5,0,1,Check-Out,9/17/2015,8,Resort,RTransient2015September16-8,9/16/2015
0,78,2015,Sep,38,17,0,2,2,0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,66.6,1,2,Check-Out,9/19/2015,1,Resort,RTransient2015September17-1,9/17/2015
1,76,2015,Sep,38,17,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,84.71,0,1,Canceled,7/20/2015,9,Resort,RTransient2015September17-9,9/17/2015
0,104,2015,Sep,38,17,2,5,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,2,       NULL,0,Contract,73.5,0,0,Check-Out,9/24/2015,2,Resort,RContract2015September17-2,9/17/2015
1,185,2015,Sep,39,21,1,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,208,       NULL,0,Transient-Party,26,0,0,Canceled,8/18/2015,1,Resort,RTransient-Party2015September21-1,9/21/2015
0,8,2015,Sep,39,23,1,4,2,0,0,BB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,B               ,0,No Deposit,175,       NULL,0,Transient,74.8,1,0,Check-Out,9/28/2015,6,Resort,RTransient2015September23-6,9/23/2015
1,67,2015,Sep,39,25,2,4,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,109,0,2,Canceled,8/31/2015,12,Resort,RTransient2015September25-12,9/25/2015
0,51,2015,Sep,39,25,2,5,,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,90.49,0,1,Check-Out,10/2/2015,15,Resort,RTransient2015September25-15,9/25/2015
0,2,2015,Sep,40,30,0,3,1,0,0,HB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,256,       NULL,0,Transient-Party,58.5,0,0,Check-Out,10/3/2015,2,Resort,RTransient-Party2015September30-2,9/30/2015
0,92,2015,Sep,40,30,2,5,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,171,       NULL,0,Transient,48,0,1,Check-Out,10/7/2015,13,Resort,RTransient2015September30-13,9/30/2015
0,51,2015,Oct,40,1,2,3,,1,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient,74.4,0,0,Check-Out,10/6/2015,10,Resort,RTransient2015October1-10,10/1/2015
0,61,2015,Oct,40,3,2,1,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,86,0,1,Check-Out,10/6/2015,19,Resort,RTransient2015October3-19,10/3/2015
0,81,2015,Oct,41,4,2,5,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,E               ,0,No Deposit,175,       NULL,0,Transient,63.66,0,0,Check-Out,10/11/2015,5,Resort,RTransient2015October4-5,10/4/2015
0,18,2015,Oct,41,4,2,4,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,63.47,0,1,Check-Out,10/10/2015,25,Resort,RTransient2015October4-25,10/4/2015
1,102,2015,Oct,41,5,3,9,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,71.67,0,0,Canceled,6/26/2015,14,Resort,RTransient2015October5-14,10/5/2015
0,175,2015,Oct,41,7,2,5,2,0,0,BB       ,BEL,Offline TA/TO,TA/TO,0,0,0,A               ,E               ,0,No Deposit,6,       NULL,0,Transient,41.6,1,0,Check-Out,10/14/2015,14,Resort,RTransient2015October7-14,10/7/2015
1,77,2015,Oct,41,9,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit,250,       NULL,0,Contract,50,0,1,Canceled,10/8/2015,4,Resort,RContract2015October9-4,10/9/2015
0,4,2015,Oct,41,9,2,3,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,70.4,0,1,Check-Out,10/14/2015,50,Resort,RTransient2015October9-50,10/9/2015
1,143,2015,Oct,41,10,2,5,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund,96,       NULL,0,Transient,36.05,0,0,Canceled,7/8/2015,26,Resort,RTransient2015October10-26,10/10/2015
1,143,2015,Oct,41,10,2,2,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,98,0,0,Canceled,5/20/2015,33,Resort,RTransient2015October10-33,10/10/2015
1,334,2015,Oct,42,12,2,5,5,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Group,0,0,0,Canceled,1/2/2015,3,Resort,RGroup2015October12-3,10/12/2015
0,153,2015,Oct,42,16,0,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,1,No Deposit,240,       NULL,0,Transient-Party,0,0,3,Check-Out,10/16/2015,1,Resort,RTransient-Party2015October16-1,10/16/2015
0,41,2015,Oct,43,18,2,5,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,E               ,0,No Deposit,243,       NULL,0,Contract,43.93,0,0,Check-Out,10/25/2015,2,Resort,RContract2015October18-2,10/18/2015
0,75,2015,Oct,43,20,0,5,3,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,0,No Deposit,314,       NULL,0,Contract,67.15,0,1,Check-Out,10/25/2015,1,Resort,RContract2015October20-1,10/20/2015
0,75,2015,Oct,43,20,2,8,1,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit,240,       NULL,0,Transient,36,0,1,Check-Out,10/30/2015,8,Resort,RTransient2015October20-8,10/20/2015
0,92,2015,Oct,43,22,1,3,2,0,0,BB       ,CYM,Online TA,TA/TO,0,0,0,A               ,E               ,0,No Deposit,240,       NULL,0,Transient-Party,40.5,0,2,Check-Out,10/26/2015,1,Resort,RTransient-Party2015October22-1,10/22/2015
0,154,2015,Oct,44,30,0,2,2,0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Transient,42,1,0,Check-Out,11/1/2015,9,Resort,RTransient2015October30-9,10/30/2015
1,155,2015,Oct,44,31,0,1,2,0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient,36,0,0,Canceled,10/29/2015,40,Resort,RTransient2015October31-40,10/31/2015
0,0,2015,Oct,44,31,1,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,250,       NULL,0,Transient,48,0,0,Check-Out,11/2/2015,57,Resort,RTransient2015October31-57,10/31/2015
0,0,2015,Nov,45,5,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit,       NULL,12,0,Transient,35,0,0,Check-Out,11/6/2015,1,Resort,RTransient2015November5-1,11/5/2015
0,15,2015,Nov,45,6,0,2,2,0,0,BB       ,ZWE,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit,115,       NULL,0,Transient,26.1,0,0,Check-Out,11/8/2015,5,Resort,RTransient2015November6-5,11/6/2015
1,18,2015,Nov,45,7,0,1,2,1,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,15,       NULL,0,Transient,32.62,0,1,Canceled,10/20/2015,3,Resort,RTransient2015November7-3,11/7/2015
0,0,2015,Nov,46,8,2,4,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit,       NULL,       NULL,0,Transient,74,1,0,Check-Out,11/14/2015,5,Resort,RTransient2015November8-5,11/8/2015
1,40,2015,Nov,46,11,0,4,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,No Deposit,185,281,0,Transient-Party,36,0,0,Canceled,11/11/2015,5,Resort,RTransient-Party2015November11-5,11/11/2015
1,37,2015,Nov,46,11,0,4,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit,281,       NULL,0,Contract,48,0,2,Canceled,11/5/2015,1,Resort,RContract2015November11-1,11/11/2015
0,105,2015,Nov,47,18,2,4,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit,313,       NULL,65,Transient-Party,71,0,0,Check-Out,11/24/2015,13,Resort,RTransient-Party2015November18-13,11/18/2015
0,36,2015,Nov,47,20,0,2,2,0,0,FB       ,ESP,Groups,TA/TO,0,0,0,A               ,C               ,0,No Deposit,38,       NULL,0,Transient-Party,64,0,0,Check-Out,11/22/2015,1,Resort,RTransient-Party2015November20-1,11/20/2015
0,78,2015,Nov,47,21,0,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit,       NULL,342,0,Transient-Party,32,0,0,Check-Out,11/22/2015,18,Resort,RTransient-Party2015November21-18,11/21/2015
0,48,2015,Dec,49,3,2,5,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,115,       NULL,0,Transient,33.3,0,0,Check-Out,12/10/2015,5,Resort,RTransient2015December3-5,12/3/2015
1,121,2015,Dec,49,4,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,50.4,0,2,Canceled,8/17/2015,1,Resort,RTransient2015December4-1,12/4/2015
0,130,2015,Dec,49,4,2,6,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit,314,       NULL,0,Contract,35.7,1,0,Check-Out,12/12/2015,1,Resort,RContract2015December4-1,12/4/2015
1,44,2015,Dec,49,5,2,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,134,       NULL,0,Transient-Party,70,0,0,Canceled,11/30/2015,59,Resort,RTransient-Party2015December5-59,12/5/2015
1,260,2015,Dec,52,20,4,9,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,47.54,0,1,Canceled,8/24/2015,7,Resort,RTransient2015December20-7,12/20/2015
0,48,2015,Dec,52,20,2,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit,240,       NULL,0,Transient,48,0,0,Check-Out,12/24/2015,8,Resort,RTransient2015December20-8,12/20/2015
1,94,2015,Dec,52,21,3,6,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit,241,       NULL,0,Transient,38.81,0,1,Canceled,9/22/2015,10,Resort,RTransient2015December21-10,12/21/2015
0,83,2015,Dec,52,23,0,3,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,1,No Deposit,240,       NULL,0,Transient,43.57,0,2,Check-Out,12/26/2015,1,Resort,RTransient2015December23-1,12/23/2015
0,119,2015,Dec,52,23,0,4,2,0,0,HB       ,ITA,Online TA,TA/TO,0,0,0,E               ,E               ,1,No Deposit,242,       NULL,0,Transient,85.2,1,1,Check-Out,12/27/2015,2,Resort,RTransient2015December23-2,12/23/2015
0,59,2015,Dec,52,24,0,3,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit,       NULL,       NULL,0,Transient-Party,51,1,0,Check-Out,12/27/2015,3,Resort,RTransient-Party2015December24-3,12/24/2015
1,83,2015,Dec,53,27,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,71.28,0,0,Canceled,10/12/2015,5,Resort,RTransient2015December27-5,12/27/2015
0,53,2015,Dec,53,28,1,3,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,81.9,0,1,Check-Out,1/1/2016,15,Resort,RTransient2015December28-15,12/28/2015
0,165,2015,Dec,53,30,0,4,1,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A               ,B               ,0,No Deposit,308,       NULL,122,Transient-Party,0,0,0,Check-Out,1/3/2016,49,Resort,RTransient-Party2015December30-49,12/30/2015
0,69,2015,Dec,53,31,0,3,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient,160.98,0,2,Check-Out,1/3/2016,20,Resort,RTransient2015December31-20,12/31/2015
